Rank,Name_fixed,gender,past_3_years_bike_related_purchases,Age,job_industry_category,wealth_segment,deceased_iNdicator_fixed,owns_car,tenure,address No.,Address_fixed,country,property_valuation,Value
913,Ashlen Willbond,Female,64,39,Health,High Net Worth,NO,No,16,723,Grayhawk Way  ,Australia,8,0.50
913,Julita Prene,Female,14,44,Manufacturing,High Net Worth,NO,Yes,13,5,Myrtle Junction  ,Australia,2,0.50
913,Hildegarde Bamb,Female,16,62,n/a,High Net Worth,NO,Yes,10,5070,Division Parkway  ,Australia,9,0.50
913,Harman A'field,Male,39,63,Manufacturing,Affluent Customer,NO,Yes,6,31815,Vermont Drive  ,Australia,5,0.50
455,Lucky Klainman,Female,24,76,Retail,Mass Customer,NO,No,8,796,Barnett Plaza  ,Australia,4,0.89
920,Poul Gaskin,Male,78,73,Telecommunications,High Net Worth,NO,No,17,9,Killdeer Circle  ,Australia,2,0.49
455,Marcellina Baynton,Female,60,76,Financial Services,Mass Customer,NO,No,16,56,Comanche Terrace  ,Australia,10,0.89
760,Juliann Siemantel,Female,86,76,Entertainment,Mass Customer,NO,No,22,28,Parkside Park  ,Australia,8,0.64
921,Sheilakathryn Huff,Female,45,65,n/a,High Net Worth,NO,Yes,14,4,Miller Drive  ,Australia,6,0.49
924,Wilone Champley,Female,22,40,Manufacturing,High Net Worth,NO,No,17,9346,Lyons Point  ,Australia,10,0.49
804,Sherwin Minocchi,Male,71,76,n/a,Mass Customer,NO,Yes,11,1,Alpine Crossing  ,Australia,8,0.60
42,Neile Argent,Female,79,77,Retail,Mass Customer,NO,No,8,2548,Arrowood Pass  ,Australia,10,1.42
104,Griffith Escot,Male,50,77,IT,Mass Customer,NO,Yes,16,94,Manitowish Court  ,Australia,3,1.29
928,Felice Dechelette,Male,75,25,Entertainment,High Net Worth,NO,No,3,4,Kingsford Trail  ,Australia,4,0.48
928,Joane Caldes,Female,84,45,Financial Services,High Net Worth,NO,Yes,13,42,3rd Plaza  ,Australia,7,0.48
930,Diane Furman,Female,67,30,Manufacturing,Affluent Customer,NO,Yes,13,6660,Riverside Circle  ,Australia,9,0.48
409,Marcelia Copins,Female,81,77,n/a,Mass Customer,NO,Yes,21,330,Melby Terrace  ,Australia,8,0.93
930,Kizzee Agget,Female,98,47,Manufacturing,Affluent Customer,NO,No,8,122,Marcy Park  ,Australia,10,0.48
708,Barth Weare,Male,18,77,Health,Mass Customer,NO,Yes,8,784,Lotheville Court  ,Australia,5,0.68
26,Rourke Gillbard,Male,11,78,Property,Mass Customer,NO,No,17,75,Cordelia Trail  ,Australia,4,1.47
334,Vitia Axtens,Female,62,78,Financial Services,Mass Customer,NO,Yes,15,42681,Carey Alley  ,Australia,10,1.00
420,Cheston Hritzko,Male,70,78,Manufacturing,Mass Customer,NO,Yes,19,3,Service Center  ,Australia,9,0.91
937,Reinold Natt,Male,16,59,Financial Services,High Net Worth,NO,Yes,8,70,Evergreen Hill  ,Australia,8,0.47
937,Jo Roberts,Female,41,78,Financial Services,High Net Worth,NO,Yes,11,20139,Lakewood Plaza  ,Australia,3,0.47
939,Cicily Hast,Female,63,52,Health,Affluent Customer,NO,Yes,8,955,Burning Wood Way ,Australia,3,0.47
626,Dillon Bannister,Male,7,78,n/a,Mass Customer,NO,No,11,43,Dayton Drive  ,Australia,9,0.74
939,Colas Gabbitas,Male,98,77,Retail,High Net Worth,NO,No,20,3094,Elka Place  ,Australia,9,0.47
733,Kylila Basezzi,Female,94,78,n/a,Mass Customer,NO,Yes,9,64,Armistice Point  ,Australia,9,0.66
810,Rikki Chaffey,Male,69,78,Manufacturing,Mass Customer,NO,No,20,9,Spohn Way  ,Australia,1,0.59
195,Alanna Lerway,Female,26,79,Health,Mass Customer,NO,Yes,11,593,Alpine Drive  ,Australia,12,1.15
944,Shanon Rolfe,Female,63,82,Retail,High Net Worth,NO,No,8,10,Cottonwood Point  ,Australia,7,0.46
349,Delinda Ech,Female,74,79,Argiculture,Mass Customer,NO,Yes,17,28,Golf View Terrace ,Australia,10,0.99
947,Chryste Oddboy,Female,44,35,Manufacturing,High Net Worth,NO,Yes,4,2115,Maryland Alley  ,Australia,9,0.46
948,Nolly Ivanchikov,Male,13,29,Manufacturing,High Net Worth,NO,Yes,11,6792,Kropf Hill  ,Australia,11,0.46
356,Brynn Goodyear,Female,30,79,Health,Mass Customer,NO,Yes,11,3,Sheridan Lane  ,Australia,7,0.98
948,Michele Pammenter,Male,23,40,Health,High Net Worth,NO,No,2,37,Mesta Road  ,Australia,8,0.46
494,Elianora Poolton,Female,15,79,n/a,Mass Customer,NO,Yes,21,5,Macpherson Drive  ,Australia,9,0.87
655,Darryl Hovee,Female,2,79,Financial Services,Mass Customer,NO,Yes,19,381,Emmet Terrace  ,Australia,12,0.72
96,Symon Mawne,Male,18,80,Property,Mass Customer,NO,Yes,15,37439,High Crossing Circle ,Australia,4,1.30
954,Lyndell Jereatt,Female,14,29,n/a,High Net Worth,NO,No,13,58770,Monterey Plaza  ,Australia,12,0.45
231,Danny Bodle,Male,50,80,Manufacturing,Mass Customer,NO,Yes,18,68,Anthes Park  ,Australia,9,1.11
233,Deborah Petrovsky,Female,53,80,Property,Mass Customer,NO,No,16,36,Redwing Street  ,Australia,7,1.10
334,Haskell Moxted,Male,81,80,Manufacturing,Mass Customer,NO,No,7,2941,Talisman Alley  ,Australia,9,1.00
988,Vyky Pegg,Female,64,80,Manufacturing,Mass Customer,NO,Yes,11,31854,Anniversary Terrace  ,Australia,7,0.40
378,Jenelle Mc-Kerley,Female,40,81,Financial Services,Mass Customer,NO,Yes,16,9,Springview Terrace  ,Australia,5,0.96
396,Estevan Eastment,Male,54,81,Health,Mass Customer,NO,Yes,21,61926,Tomscot Hill  ,Australia,8,0.94
568,Wilfrid Gertray,Male,1,81,Financial Services,Mass Customer,NO,No,16,38407,Sutteridge Circle  ,Australia,8,0.80
648,Sindee Jasik,Female,18,81,Health,Mass Customer,NO,Yes,15,689,Melby Park  ,Australia,9,0.73
963,Inglis Pickaver,Male,33,29,Telecommunications,Affluent Customer,NO,No,1,14067,Armistice Plaza  ,Australia,8,0.44
237,Leticia Danovich,Female,84,82,Entertainment,Mass Customer,NO,Yes,15,2,Logan Avenue  ,Australia,1,1.09
345,Cissiee Pollington,Female,43,82,Property,Mass Customer,NO,Yes,7,69710,Northfield Center  ,Australia,9,0.99
963,Don Spratling,Male,82,54,Property,Affluent Customer,NO,Yes,7,78,Erie Point  ,Australia,10,0.44
967,Irving Babcock,Male,60,37,Health,High Net Worth,NO,Yes,15,36,Killdeer Crossing  ,Australia,1,0.44
967,Mavra Finan,Female,30,56,Property,Affluent Customer,NO,Yes,4,88,Shopko Way  ,Australia,9,0.44
688,Davide Senten,Male,22,82,Manufacturing,Mass Customer,NO,No,11,23737,Bartillon Street  ,Australia,9,0.70
967,Tillie Bisseker,Female,74,63,Manufacturing,High Net Worth,NO,No,14,59208,Barnett Avenue  ,Australia,12,0.44
967,Evered Gludor,Male,3,72,Manufacturing,High Net Worth,NO,Yes,15,305,Sloan Junction  ,Australia,8,0.44
972,Frieda Tavinor,Female,43,24,n/a,Affluent Customer,NO,No,10,7,Mallory Lane  ,Australia,6,0.43
102,Reynold Elman,Male,19,83,Manufacturing,Mass Customer,NO,No,9,966,Sunnyside Center  ,Australia,2,1.29
974,Aundrea Outridge,Female,77,22,Financial Services,Affluent Customer,NO,Yes,10,1530,Columbus Lane  ,Australia,12,0.43
974,Amby Bodega,Male,63,55,n/a,Affluent Customer,NO,Yes,17,669,Declaration Street  ,Australia,6,0.43
127,Georgetta Lovett,Female,42,83,Retail,Mass Customer,NO,No,12,1,Bluejay Place  ,Australia,1,1.25
201,Alfonso Massel,Male,70,83,n/a,Mass Customer,NO,Yes,13,6065,Talisman Crossing  ,Australia,7,1.14
455,Kori Sparsholt,Female,59,83,n/a,Mass Customer,NO,Yes,19,37,Rigney Park  ,Australia,9,0.89
620,Kellyann Adshad,Female,62,83,n/a,Mass Customer,NO,Yes,22,29,Tennyson Alley  ,Australia,9,0.75
674,Wrennie Dwelly,Female,23,83,Manufacturing,Mass Customer,NO,No,18,179,Carey Terrace  ,Australia,9,0.70
817,Boothe Hayselden,Male,42,83,Health,Mass Customer,NO,Yes,17,33,Pond Point  ,Australia,10,0.59
979,Leona Shorrock,Female,83,72,Financial Services,Affluent Customer,NO,Yes,22,1560,Grim Avenue  ,Australia,1,0.42
939,Jacklin Duchant,Female,77,83,Argiculture,Mass Customer,NO,No,17,9,Memorial Road  ,Australia,4,0.47
111,Jordan Clampe,Male,37,84,Financial Services,Mass Customer,NO,Yes,11,276,Westend Road  ,Australia,5,1.28
237,Mariquilla Springthorpe,Female,30,84,n/a,Mass Customer,NO,Yes,8,811,Melrose Park  ,Australia,10,1.09
985,Pauline Dallosso,U,82,,IT,Affluent Customer,NO,Yes,0,9594,Badeau Street  ,Australia,10,0.41
252,Dyann Olechnowicz,Female,17,84,Manufacturing,Mass Customer,NO,No,16,474,Bowman Hill  ,Australia,10,1.07
341,Bessy Saladin,Female,22,84,Manufacturing,Mass Customer,NO,Yes,16,60073,Pankratz Pass  ,Australia,10,0.99
599,Esther McOnie,Female,59,84,n/a,Mass Customer,NO,No,14,844,Forster Place  ,Australia,12,0.78
840,Ginger ,Male,94,84,n/a,Mass Customer,NO,No,11,160,Fremont Point  ,Australia,8,0.57
988,Kellen Pawelski,Female,83,78,Manufacturing,High Net Worth,NO,Yes,11,125,Manufacturers Parkway  ,Australia,8,0.40
913,Launce Gale,Male,86,84,n/a,Mass Customer,NO,No,21,4,Fordem Avenue  ,Australia,9,0.50
191,Franklin Wohler,Male,55,85,Health,Mass Customer,NO,Yes,7,6966,Delladonna Street  ,Australia,8,1.15
259,Alleen Eaken,Female,56,85,n/a,Mass Customer,NO,No,10,343,Lakewood Center  ,Australia,12,1.06
405,Kippar Brimilcome,Male,21,85,Health,Mass Customer,NO,No,19,82,Welch Lane  ,Australia,11,0.93
996,Ferdinand Romanetti,Male,60,64,Financial Services,Affluent Customer,NO,No,9,2,Sloan Way  ,Australia,7,0.37
415,Wyn Meach,Male,37,85,Manufacturing,Mass Customer,NO,No,9,79,Armistice Junction  ,Australia,9,0.92
997,Melloney Temby,Female,17,69,Financial Services,Affluent Customer,NO,Yes,15,33475,Fair Oaks Junction ,Australia,2,0.36
797,Anthony Morison,Male,7,85,Health,Mass Customer,NO,No,12,276,Derek Circle  ,Australia,9,0.60
977,Beverly Domnick,Female,56,85,IT,Mass Customer,NO,No,9,8,Burning Wood Junction ,Australia,10,0.42
